SequentialRun,Leg,SourceFile,TestID,SweepID,RunOrder,RunRole,EligibleForStatistics,BuildID,ApproachProtocol,PreconditionProtocol,A36_Deg,A36_RecomputeDelta_Deg,AnalysisStartRaw,AnalysisStartRawCentered,ApproachReturnErrorDeg,ApproachReturnErrorRaw,ClosureErrorDeg,FirmwareNL_Deg,FirmwareShadowA36_Deg,FirmwareShadowRMS_AC_Deg,MeanDC_Deg,NL_MinusFirmwareRounded_Deg,NL_RobustP2P_Deg,RMS_AC_Deg,RMS_RecomputeDelta_Deg,RawP2P_Deg,ShadowP2P_Deg,SystemINL_Deg
11,P02_R1,B0-B p02 jig 1 test 23.txt,3,2,1,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.9036219972668876,-0.0004180027331123215,4679.0,-28525.025,0.3900146484375,71.0,-0.02232,3.25,0.90404,0.77319,-0.3089470833333333,4.000000000026205e-05,3.2500400000000003,0.7728563808525802,-0.0003336191474198058,3.47037,3.48146,1.735185
12,P02_R1,B0-B p02 jig 1 test 23.txt,4,3,2,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.9032164096760914,8.640967609141459e-05,4669.0,-28535.025,0.41748046875,76.0,0.02704,3.28,0.90313,0.77447,-0.36324144444444445,-0.0022020000000000373,3.2777979999999998,0.7744942008994015,2.4200899401471965e-05,3.42414,3.42181,1.71207
13,P02_R1,B0-B p02 jig 1 test 23.txt,5,4,3,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8999547140848784,7.471408487835784e-05,4675.0,-28529.025,0.439453125,80.0,0.03579,3.24,0.89988,0.76886,-0.3320325833333333,0.0038000000000000256,3.2438000000000002,0.7690598879495982,0.00019988794959824308,3.39305,3.3898,1.696525
14,P02_R1,B0-B p02 jig 1 test 23.txt,6,5,4,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.9006325234446697,-2.7476555330308017e-05,4671.0,-28533.025,0.428466796875,78.0,0.0012,3.27,0.90066,0.77333,-0.36014144444444446,0.002914000000000083,3.272914,0.7732788898235892,-5.111017641079574e-05,3.42467,3.42533,1.712335
15,P02_R1,B0-B p02 jig 1 test 23.txt,7,6,5,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.9003490707767412,-0.00033092922325883567,4670.0,-28534.025,0.41748046875,76.0,0.01493,3.28,0.90068,0.7729,-0.3730763888888889,-0.00039200000000017,3.2796079999999996,0.7728583760742138,-4.16239257862161e-05,3.43694,3.44378,1.71847
16,P02_R1,B0-B p02 jig 1 test 23.txt,8,7,6,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.9004889432049116,0.00010894320491161569,4672.0,-28532.025,0.406494140625,74.0,-0.00575,3.27,0.90038,0.77218,-0.3684308333333333,-0.003106000000000275,3.2668939999999997,0.7721027284708191,-7.727152918091118e-05,3.41998,3.42198,1.70999
17,P02_R1,B0-B p02 jig 1 test 23.txt,9,8,7,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8995656906139771,-0.0007243093860229699,4675.0,-28529.025,0.406494140625,74.0,0.02755,3.25,0.90029,0.77281,-0.3474385555555556,0.004973999999999812,3.254974,0.7721406306515113,-0.0006693693484887131,3.45009,3.45151,1.725045
18,P02_R1,B0-B p02 jig 1 test 23.txt,10,9,8,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.9016152983669348,0.00025529836693471974,4672.0,-28532.025,0.3680419921875,67.0,0.01794,3.26,0.90136,0.77204,-0.36695863888888886,-0.0024839999999999307,3.257516,0.7721387317294467,9.87317294467438e-05,3.45183,3.45374,1.725915
19,P02_R1,B0-B p02 jig 1 test 23.txt,11,10,9,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.9004817445400706,0.00027174454007061755,4671.0,-28533.025,0.4010009765625,73.0,0.02103,3.29,0.90021,0.77241,-0.35206438888888886,-0.003658000000000161,3.286342,0.7724596502242862,4.9650224286157396e-05,3.50762,3.51322,1.75381
20,P02_R1,B0-B p02 jig 1 test 23.txt,12,11,10,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8997412760103833,-0.00016872398961664814,4676.0,-28528.025,0.428466796875,78.0,-0.00918,3.29,0.89991,0.77251,-0.3468077222222222,-0.003502000000000116,3.286498,0.7722770450825781,-0.00023295491742192365,3.48396,3.48979,1.74198
21,P02_R2,B0-B p02 jig 1 test 23 lần 2.txt,14,13,1,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.9041799744660344,0.0003199744660343784,4673.0,-28531.025,0.406494140625,74.0,0.00498,3.27,0.90386,0.77548,-0.35445458333333335,-0.0016560000000001018,3.268344,0.775623911169327,0.00014391116932710446,3.47096,3.47177,1.73548
22,P02_R2,B0-B p02 jig 1 test 23 lần 2.txt,15,14,2,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.904578769929865,-0.0004412300701350791,4673.0,-28531.025,0.4119873046875,75.0,0.02163,3.27,0.90502,0.774,-0.35538630555555556,0.00426200000000021,3.2742620000000002,0.7736439983419491,-0.00035600165805094175,3.44513,3.44619,1.722565
23,P02_R2,B0-B p02 jig 1 test 23 lần 2.txt,16,15,3,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.9025999424831395,-0.000590057516860587,4672.0,-28532.025,0.384521484375,70.0,0.0121,3.26,0.90319,0.77438,-0.3669949722222222,0.0015580000000001704,3.261558,0.7739819060840859,-0.0003980939159140551,3.47783,3.48009,1.738915
24,P02_R2,B0-B p02 jig 1 test 23 lần 2.txt,17,16,4,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8996698867068913,3.988670689125673e-05,4669.0,-28535.025,0.384521484375,70.0,0.03957,3.24,0.89963,0.76805,-0.32877452777777777,0.003485999999999656,3.243486,0.7679502283972136,-9.977160278640262e-05,3.46297,3.46687,1.731485
25,P02_R2,B0-B p02 jig 1 test 23 lần 2.txt,18,17,5,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.902526918601109,-0.00039308139889093763,4673.0,-28531.025,0.41748046875,76.0,0.01081,3.29,0.90292,0.7737,-0.3446153888888889,-0.00495800000000024,3.285042,0.7734048646737102,-0.0002951353262898859,3.4454599999999997,3.44748,1.7227299999999999
26,P02_R2,B0-B p02 jig 1 test 23 lần 2.txt,19,18,6,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.9002506389769293,-0.0002493610230707155,4673.0,-28531.025,0.450439453125,82.0,0.00566,3.29,0.9005,0.77423,-0.32967108333333334,0.004254000000000424,3.2942540000000005,0.7740889912705944,-0.0001410087294055895,3.4902800000000003,3.49743,1.7451400000000001
27,P02_R2,B0-B p02 jig 1 test 23 lần 2.txt,20,19,7,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.902212126139584,0.00037212613958403917,4675.0,-28529.025,0.4119873046875,75.0,0.00137,3.29,0.90184,0.77468,-0.36282252777777774,0.003290000000000237,3.2932900000000003,0.774716785594724,3.678559472397591e-05,3.5548200000000003,3.55227,1.7774100000000002
28,P02_R2,B0-B p02 jig 1 test 23 lần 2.txt,21,20,8,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8983527060470285,0.00047270604702853714,4673.0,-28531.025,0.4010009765625,73.0,0.01339,3.26,0.89788,0.77178,-0.3560655277777778,0.0048720000000002095,3.264872,0.7719776948700938,0.00019769487009380082,3.43248,3.42979,1.71624
29,P02_R2,B0-B p02 jig 1 test 23 lần 2.txt,22,21,9,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.9006868567479935,0.000266856747993538,4674.0,-28530.025,0.4339599609375,79.0,0.01639,3.3,0.90042,0.77332,-0.34304172222222223,-0.0041999999999999815,3.2958,0.7733906261297504,7.062612975039517e-05,3.46934,3.47494,1.73467
30,P02_R2,B0-B p02 jig 1 test 23 lần 2.txt,23,22,10,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.9008397220736765,-0.00045027792632357233,4669.0,-28535.025,0.4339599609375,79.0,0.01751,3.28,0.90129,0.77253,-0.36001425,-0.00485399999999947,3.2751460000000003,0.772129427911678,-0.0004005720883220043,3.48531,3.4897,1.742655
31,P04,B0-B p04 jig 1 test 23 lần 1.txt,25,24,1,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8497234641047124,-2.6535895287560507e-05,61170.0,27965.975,-0.1318359375,-24.0,0.03948,3.14,0.84975,0.7272,-0.28788519444444444,-0.00417600000000018,3.135824,0.72700582004851,-0.00019417995148995892,3.48194,3.4855,1.74097
32,P04,B0-B p04 jig 1 test 23 lần 1.txt,26,25,2,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8456961959439208,-4.38040560792885e-05,61177.0,27972.975,-0.1043701171875,-19.0,0.03193,3.17,0.84574,0.72786,-0.28026894444444445,0.00023399999999984544,3.1702339999999998,0.7279470449165755,8.704491657551827e-05,3.49008,3.49031,1.74504
33,P04,B0-B p04 jig 1 test 23 lần 1.txt,27,26,3,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8511939559244587,-2.6044075541298284e-05,61185.0,27980.975,-0.120849609375,-22.0,-0.01717,3.15,0.85122,0.73286,-0.2709526666666667,0.001608000000000498,3.1516080000000004,0.7328400076749358,-1.9992325064110972e-05,3.46908,3.46825,1.73454
34,P04,B0-B p04 jig 1 test 23 lần 1.txt,28,27,4,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8545050965601656,0.0001850965601656318,61171.0,27966.975,-0.10986328125,-20.0,0.0654,3.18,0.85432,0.73519,-0.3478638333333333,-0.0004339999999998234,3.1795660000000003,0.7352801779433583,9.017794335830498e-05,3.5155000000000003,3.51288,1.7577500000000001
35,P04,B0-B p04 jig 1 test 23 lần 1.txt,29,28,5,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8542604689284962,-6.953107150386995e-05,61181.0,27976.975,-0.0714111328125,-13.0,0.0345,3.18,0.85433,0.73426,-0.30286466666666667,-0.0009700000000001374,3.17903,0.7341697980439462,-9.020195605380366e-05,3.5026900000000003,3.50035,1.7513450000000002
36,P04,B0-B p04 jig 1 test 23 lần 1.txt,30,29,6,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8543025401394014,0.0004225401394014616,61181.0,27976.975,-0.1043701171875,-19.0,0.04343,3.12,0.85388,0.73139,-0.3135555,-0.0045280000000000875,3.115472,0.7316758715011533,0.00028587150115333415,3.4628,3.46404,1.7314
37,P04,B0-B p04 jig 1 test 23 lần 1.txt,31,30,7,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8518370874766537,3.7087476653652196e-05,61181.0,27976.975,-0.10986328125,-20.0,0.02789,3.14,0.8518,0.73102,-0.2946316388888889,-0.001084000000000085,3.138916,0.7309301211275129,-8.987887248712578e-05,3.47989,3.49091,1.739945
38,P04,B0-B p04 jig 1 test 23 lần 1.txt,32,31,8,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8527887353030255,0.0002487353030254935,61177.0,27972.975,-0.098876953125,-18.0,0.05605,3.13,0.85254,0.73002,-0.30499458333333335,0.0023879999999998347,3.1323879999999997,0.7301787222190832,0.00015872221908319606,3.50793,3.50893,1.753965
39,P04,B0-B p04 jig 1 test 23 lần 1.txt,33,32,9,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8519975845078104,0.00010758450781034323,61184.0,27979.975,-0.1153564453125,-21.0,0.05931,3.09,0.85189,0.72821,-0.31617883333333335,0.0043280000000001095,3.094328,0.7281358798399552,-7.412016004482158e-05,3.43332,3.44121,1.71666
40,P04,B0-B p04 jig 1 test 23 lần 1.txt,34,33,10,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8543740450489387,0.00010404504893868349,61186.0,27981.975,-0.0604248046875,-11.0,0.04395,3.1,0.85427,0.7297,-0.27141575,-0.0042399999999997995,3.0957600000000003,0.7297483127626901,4.8312762690128075e-05,3.45056,3.45194,1.72528
